Campaign,Keyword_Type,Search_Keyword,Clicks,Impressions,Cost,Prospects,Month,Year,Week,Payment,Total
EK_Generic_Tri-Tok_Yoga,Exact,yoga studio app,0,2,0.0,0,Mar,2021,29-Mar,0,0.0
EK_Generic_Quad-Tok_Yoga,Exact,yoga studio booking software,0,7,0.0,0,Mar,2021,29-Mar,0,0.0
EK_Generic_Swimming,Exact,pool reservation software,0,1,0.0,0,Mar,2021,29-Mar,0,0.0
EK_Generic_Quad-Tok_Yoga,Phrase,yoga studio management software,0,5,0.0,0,Mar,2021,29-Mar,0,0.0
EK_Generic_Quad-Tok_Pilates,Broad,pilates studio booking software,0,34,0.0,0,Mar,2021,29-Mar,0,0.0
EK_Generic_Quad-Tok_Yoga,Broad,yoga studio booking software,11,260,89.95,0,Apr,2021,5-Apr,0,-89.95
EK_Generic_Swimming_Singapore,Exact,swimming pool booking system,7,34,6.27,0,Apr,2021,5-Apr,0,-6.27
EK_Generic_Swimming,Broad,pool reservation software,4,20,10.14,0,Apr,2021,5-Apr,0,-10.14
EK_Generic_Tri-Tok_Reservation,Phrase,booking management software,3,29,33.33,0,Apr,2021,5-Apr,0,-33.33
EK_Generic_Tri-Tok_Yoga,Exact,yoga studio app,1,11,3.82,0,Apr,2021,5-Apr,0,-3.82
EK_Generic_Quad-Tok_Yoga,Exact,yoga studio booking software,1,5,23.96,0,Apr,2021,5-Apr,0,-23.96
EK_Generic_Tri-Tok_Yoga,Phrase,yoga studio app,1,8,2.67,0,Apr,2021,5-Apr,0,-2.67
EK_Generic_Swimming_Singapore,Exact,swimming pool reservation system,0,1,0.0,0,Apr,2021,5-Apr,0,0.0
EK_Generic_Tri-Tok_Yoga,Exact,yoga studio software,0,4,0.0,0,Apr,2021,5-Apr,0,0.0
EK_Generic_Tri-Tok_Pilates,Exact,pilates studio software,0,0,0.0,0,Apr,2021,5-Apr,0,0.0
EK_Generic_Quad-Tok_Pilates,Exact,pilates studio management software,0,1,0.0,0,Apr,2021,5-Apr,0,0.0
EK_Generic_Swimming,Exact,swimming pool reservation system,0,2,0.0,0,Apr,2021,5-Apr,0,0.0
EK_Generic_Tri-Tok_Reservation,Phrase,reservation management system,0,12,0.0,0,Apr,2021,5-Apr,0,0.0
EK_Generic_Tri-Tok_Yoga,Phrase,yoga studio software,0,0,0.0,0,Apr,2021,5-Apr,0,0.0
EK_Generic_Swimming,Phrase,pool scheduling software,0,8,0.0,0,Apr,2021,5-Apr,0,0.0
EK_Generic_Tri-Tok_Reservation,Exact,reservation management system,0,12,0.0,0,Apr,2021,5-Apr,0,0.0
EK_Generic_Quad-Tok_Pilates,Broad,pilates studio booking software,0,51,0.0,0,Apr,2021,5-Apr,0,0.0
EK_Generic_Swimming_Canada,Broad,pool reservation software,0,1,0.0,0,Apr,2021,5-Apr,0,0.0
EK_Generic_Swimming,Exact,pool reservation software,0,0,0.0,0,Apr,2021,5-Apr,0,0.0
EK_Generic_Quad-Tok_Yoga,Phrase,yoga studio management software,0,0,0.0,0,Apr,2021,5-Apr,0,0.0
EK_Generic_Swimming_UK,Broad,pool reservation software,0,1,0.0,0,Apr,2021,5-Apr,0,0.0
EK_Generic_Swimming,Broad,pool reservation software,5,18,10.57,3,Apr,2021,12-Apr,0,-10.57
EK_Generic_Tri-Tok_Reservation,Phrase,reservation management system,2,6,19.64,1,Apr,2021,12-Apr,2388,2368.36
EK_Generic_Quad-Tok_Yoga,Broad,yoga studio booking software,9,201,71.38,0,Apr,2021,12-Apr,0,-71.38
EK_Generic_Quad-Tok_Pilates,Broad,pilates studio booking software,2,31,19.81,0,Apr,2021,12-Apr,0,-19.81
EK_Generic_Tri-Tok_Yoga,Phrase,yoga studio app,2,10,4.54,0,Apr,2021,12-Apr,0,-4.54
EK_Generic_Swimming_Singapore,Exact,swimming pool booking system,1,15,0.71,0,Apr,2021,12-Apr,0,-0.71
EK_Generic_Swimming_UK,Exact,swimming pool booking system,1,1,0.74,0,Apr,2021,12-Apr,0,-0.74
EK_Generic_Tri-Tok_Yoga,Exact,yoga studio app,1,6,3.42,0,Apr,2021,12-Apr,0,-3.42
EK_Generic_Swimming,Exact,pool reservation software,1,1,6.4,0,Apr,2021,12-Apr,0,-6.4
EK_Generic_Tri-Tok_Pilates,Phrase,pilates studio software,0,0,0.0,0,Apr,2021,12-Apr,0,0.0
EK_Generic_Tri-Tok_Reservation,Phrase,booking management software,0,15,0.0,0,Apr,2021,12-Apr,0,0.0
EK_Generic_Tri-Tok_Yoga,Exact,yoga studio software,0,3,0.0,0,Apr,2021,12-Apr,0,0.0
EK_Generic_Tri-Tok_Pilates,Exact,pilates studio software,0,0,0.0,0,Apr,2021,12-Apr,0,0.0
EK_Generic_Swimming,Exact,pool reservation system,0,1,0.0,0,Apr,2021,12-Apr,0,0.0
EK_Generic_Swimming,Phrase,pool scheduling software,0,1,0.0,0,Apr,2021,12-Apr,0,0.0
EK_Generic_Tri-Tok_Reservation,Exact,reservation management system,0,8,0.0,0,Apr,2021,12-Apr,0,0.0
EK_Generic_Swimming_UK,Broad,pool reservation software,0,1,0.0,0,Apr,2021,12-Apr,0,0.0
EK_Generic_Quad-Tok_Yoga,Exact,yoga studio booking software,0,4,0.0,0,Apr,2021,12-Apr,0,0.0
EK_Generic_Quad-Tok_Yoga,Phrase,yoga studio management software,0,1,0.0,0,Apr,2021,12-Apr,0,0.0
EK_Generic_Swimming_Canada,Broad,pool reservation software,0,1,0.0,0,Apr,2021,12-Apr,0,0.0
EK_Generic_Quad-Tok_Yoga,Broad,yoga studio booking software,4,199,29.65,1,Apr,2021,19-Apr,0,-29.65
EK_Generic_Swimming_Singapore,Exact,swimming pool booking system,5,12,3.98,0,Apr,2021,19-Apr,0,-3.98
EK_Generic_Quad-Tok_Pilates,Broad,pilates studio booking software,2,47,15.85,0,Apr,2021,19-Apr,0,-15.85
EK_Generic_Swimming,Exact,swimming pool reservation system,1,1,1.93,0,Apr,2021,19-Apr,0,-1.93
EK_Generic_Tri-Tok_Reservation,Phrase,reservation management system,1,8,9.67,0,Apr,2021,19-Apr,0,-9.67
EK_Generic_Tri-Tok_Reservation,Phrase,booking management software,1,10,10.08,0,Apr,2021,19-Apr,0,-10.08
EK_Generic_Swimming,Exact,pool reservation system,1,2,3.12,0,Apr,2021,19-Apr,0,-3.12
EK_Generic_Swimming,Phrase,pool scheduling software,1,2,4.25,0,Apr,2021,19-Apr,0,-4.25
EK_Generic_Tri-Tok_Yoga,Phrase,yoga studio app,1,10,3.42,0,Apr,2021,19-Apr,0,-3.42
EK_Generic_Tri-Tok_Yoga,Exact,yoga studio app,1,9,3.32,0,Apr,2021,19-Apr,0,-3.32
EK_Generic_Swimming,Broad,pool reservation software,1,11,2.11,0,Apr,2021,19-Apr,0,-2.11
EK_Generic_Tri-Tok_Yoga,Exact,yoga studio software,0,1,0.0,0,Apr,2021,19-Apr,0,0.0
EK_Generic_Tri-Tok_Pilates,Exact,pilates studio software,0,0,0.0,0,Apr,2021,19-Apr,0,0.0
EK_Generic_Tri-Tok_Pilates,Phrase,pilates studio software,0,0,0.0,0,Apr,2021,19-Apr,0,0.0
EK_Generic_Quad-Tok_Pilates,Exact,pilates studio management software,0,0,0.0,0,Apr,2021,19-Apr,0,0.0
EK_Generic_Tri-Tok_Reservation,Exact,reservation management system,0,2,0.0,0,Apr,2021,19-Apr,0,0.0
EK_Generic_Swimming_UK,Exact,swimming pool booking system,0,1,0.0,0,Apr,2021,19-Apr,0,0.0
EK_Generic_Swimming_UK,Broad,pool reservation software,0,1,0.0,0,Apr,2021,19-Apr,0,0.0
EK_Generic_Quad-Tok_Yoga,Phrase,yoga studio management software,0,0,0.0,0,Apr,2021,19-Apr,0,0.0
EK_Generic_Swimming_Canada,Phrase,pool scheduling software,0,1,0.0,0,Apr,2021,19-Apr,0,0.0
EK_Generic_Tri-Tok_Pilates,Exact,pilates booking system,0,0,0.0,0,Apr,2021,19-Apr,0,0.0
EK_Generic_Swimming_Singapore,Broad,pool reservation software,0,2,0.0,0,Apr,2021,19-Apr,0,0.0
EK_Generic_Swimming_Canada,Broad,pool reservation software,0,5,0.0,0,Apr,2021,19-Apr,0,0.0
EK_Generic_Swimming,Exact,pool reservation software,0,1,0.0,0,Apr,2021,19-Apr,0,0.0
EK_Generic_Quad-Tok_Yoga,Exact,yoga studio booking software,0,2,0.0,0,Apr,2021,19-Apr,0,0.0
EK_Generic_Swimming,Broad,pool reservation software,5,26,10.42,0,Apr,2021,26-Apr,0,-10.42
EK_Generic_Quad-Tok_Yoga,Broad,yoga studio booking software,4,264,32.79,0,Apr,2021,26-Apr,0,-32.79
EK_Generic_Swimming_Singapore,Exact,swimming pool booking system,2,12,1.83,0,Apr,2021,26-Apr,0,-1.83
EK_Generic_Tri-Tok_Reservation,Phrase,booking management software,2,40,21.84,0,Apr,2021,26-Apr,0,-21.84
EK_Generic_Quad-Tok_Pilates,Broad,pilates studio booking software,2,40,18.33,0,Apr,2021,26-Apr,0,-18.33
EK_Generic_Swimming_UK,Exact,swimming pool booking system,1,1,1.25,0,Apr,2021,26-Apr,0,-1.25
EK_Generic_Swimming,Phrase,pool scheduling software,1,12,16.8,0,Apr,2021,26-Apr,0,-16.8
EK_Generic_Swimming_Canada,Exact,swimming pool reservation system,0,1,0.0,0,Apr,2021,26-Apr,0,0.0
EK_Generic_Quad-Tok_Pilates,Exact,pilates studio management software,0,0,0.0,0,Apr,2021,26-Apr,0,0.0
EK_Generic_Swimming,Exact,pool reservation system,0,4,0.0,0,Apr,2021,26-Apr,0,0.0
EK_Generic_Swimming,Exact,swimming pool reservation system,0,2,0.0,0,Apr,2021,26-Apr,0,0.0
EK_Generic_Tri-Tok_Pilates,Phrase,pilates booking system,0,0,0.0,0,Apr,2021,26-Apr,0,0.0
EK_Generic_Tri-Tok_Yoga,Phrase,yoga studio software,0,4,0.0,0,Apr,2021,26-Apr,0,0.0
EK_Generic_Tri-Tok_Pilates,Phrase,pilates studio software,0,0,0.0,0,Apr,2021,26-Apr,0,0.0
EK_Generic_Tri-Tok_Reservation,Phrase,reservation management system,0,9,0.0,0,Apr,2021,26-Apr,0,0.0
EK_Generic_Tri-Tok_Reservation,Exact,reservation management system,0,21,0.0,0,Apr,2021,26-Apr,0,0.0
EK_Generic_Swimming,Exact,pool booking app,0,6,0.0,0,Apr,2021,26-Apr,0,0.0
EK_Generic_Tri-Tok_Yoga,Phrase,yoga studio app,0,14,0.0,0,Apr,2021,26-Apr,0,0.0
EK_Generic_Swimming_UK,Broad,pool reservation software,0,4,0.0,0,Apr,2021,26-Apr,0,0.0
EK_Generic_Tri-Tok_Yoga,Exact,yoga studio app,0,7,0.0,0,Apr,2021,26-Apr,0,0.0
EK_Generic_Swimming_Canada,Broad,pool reservation software,0,1,0.0,0,Apr,2021,26-Apr,0,0.0
EK_Generic_Swimming_Singapore,Broad,pool reservation software,0,3,0.0,0,Apr,2021,26-Apr,0,0.0
EK_Generic_Swimming,Exact,pool reservation software,0,1,0.0,0,Apr,2021,26-Apr,0,0.0
EK_Generic_Tri-Tok_Pilates,Exact,pilates booking system,0,5,0.0,0,Apr,2021,26-Apr,0,0.0
EK_Generic_Quad-Tok_Yoga,Phrase,yoga studio management software,0,0,0.0,0,Apr,2021,26-Apr,0,0.0
EK_Generic_Quad-Tok_Yoga,Exact,yoga studio booking software,0,6,0.0,0,Apr,2021,26-Apr,0,0.0
EK_Generic_Tri-Tok_Yoga,Exact,yoga studio software,0,2,0.0,0,Apr,2021,26-Apr,0,0.0
EK_Generic_Swimming_Singapore,Exact,swimming pool reservation system,0,1,0.0,0,Apr,2021,26-Apr,0,0.0
EK_Generic_Tri-Tok_Pilates,Exact,pilates studio software,0,1,0.0,0,Apr,2021,26-Apr,0,0.0
EK_Generic_Tri-Tok_Yoga,Phrase,yoga studio software,8,255,65.66,2,May,2021,3-May,1188,1122.34
EK_Generic_Swimming,Exact,pool reservation system,5,54,53.69,1,May,2021,3-May,0,-53.69
EK_Generic_Tri-Tok_Yoga,Exact,yoga studio app,4,22,11.73,0,May,2021,3-May,0,-11.73
EK_Generic_Tri-Tok_Pilates,Exact,pilates studio software,4,9,39.16,0,May,2021,3-May,0,-39.16
EK_Generic_Tri-Tok_Yoga,Exact,yoga studio software,2,90,23.06,0,May,2021,3-May,0,-23.06
EK_Generic_Swimming_Singapore,Exact,swimming pool booking system,1,7,6.74,0,May,2021,3-May,0,-6.74
EK_Generic_Swimming_Canada,Broad,pool reservation software,1,8,1.92,0,May,2021,3-May,0,-1.92
EK_Generic_Swimming_Singapore,Broad,pool reservation software,1,3,4.41,0,May,2021,3-May,0,-4.41
EK_Generic_Swimming,Exact,pool booking app,1,9,0.93,0,May,2021,3-May,0,-0.93
EK_Generic_Swimming,Phrase,pool scheduling software,1,19,7.58,0,May,2021,3-May,0,-7.58
EK_Generic_Swimming,Exact,swimming pool booking system,1,2,6.15,0,May,2021,3-May,0,-6.15
EK_Generic_Quad-Tok_Yoga,Broad,yoga studio booking software,1,20,4.57,0,May,2021,3-May,0,-4.57
EK_Generic_Quad-Tok_Pilates,Exact,pilates studio software manager,0,0,0.0,0,May,2021,3-May,0,0.0
EK_Generic_Tri-Tok_Pilates,Phrase,pilates studio software,0,1,0.0,0,May,2021,3-May,0,0.0
EK_Generic_Swimming,Exact,swimming pool reservation system,0,2,0.0,0,May,2021,3-May,0,0.0
EK_Generic_Tri-Tok_Reservation,Phrase,booking management software,0,2,0.0,0,May,2021,3-May,0,0.0
EK_Generic_Tri-Tok_Reservation,Phrase,reservation management system,0,2,0.0,0,May,2021,3-May,0,0.0
EK_Generic_Tri-Tok_Pilates,Exact,pilates booking system,0,0,0.0,0,May,2021,3-May,0,0.0
EK_Generic_Swimming,Exact,pool reservation software,0,0,0.0,0,May,2021,3-May,0,0.0
EK_Generic_Quad-Tok_Yoga,Phrase,yoga studio management software,0,2,0.0,0,May,2021,3-May,0,0.0
EK_Generic_Tri-Tok_Yoga,Phrase,yoga studio app,0,1,0.0,0,May,2021,3-May,0,0.0
EK_Generic_Swimming_UK,Broad,pool reservation software,0,4,0.0,0,May,2021,3-May,0,0.0
EK_Generic_Tri-Tok_Reservation_UK,Phrase,booking management software,0,1,0.0,0,May,2021,3-May,0,0.0
EK_Generic_Swimming,Broad,pool reservation software,0,1,0.0,0,May,2021,3-May,0,0.0
EK_Generic_Quad-Tok_Yoga,Exact,yoga studio booking software,0,6,0.0,0,May,2021,3-May,0,0.0
EK_Generic_Tri-Tok_Reservation,Exact,reservation management system,0,0,0.0,0,May,2021,3-May,0,0.0
EK_Generic_Quad-Tok_Pilates,Broad,pilates studio booking software,0,1,0.0,0,May,2021,3-May,0,0.0
EK_Generic_Quad-Tok_Pilates,Exact,pilates studio management software,0,3,0.0,0,May,2021,3-May,0,0.0
