Categories,Average_Position,Clicks,Money_Spent,Channel,Location,Prospects,Paid,Total,Day,Month,Year
Class Registration,3.0,1.0,2.0,Capterra,Singapore,0.0,0,-2.0,17,Nov,2020
Club Management,22.0,1.0,2.0,GetApp,Australia,0.0,0,-2.0,17,Nov,2020
Coaching,9.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,17,Nov,2020
Fitness,15.67,3.0,16.0,GetApp,USA,0.0,0,-16.0,17,Nov,2020
Membership Management,30.0,1.0,2.0,Capterra,Australia,0.0,0,-2.0,17,Nov,2020
Parks and Recreation,1.0,1.0,2.0,Capterra,Canada,0.0,0,-2.0,17,Nov,2020
Personal Trainer,23.0,1.0,2.0,GetApp,USA,0.0,0,-2.0,17,Nov,2020
Reservations,18.0,1.0,2.0,GetApp,Australia,0.0,0,-2.0,17,Nov,2020
Reservations,7.0,1.0,4.25,GetApp,USA,0.0,0,-4.25,17,Nov,2020
Reservations,7.0,2.0,21.0,Capterra,USA,0.0,0,-21.0,17,Nov,2020
Reservations,21.0,1.0,2.0,GetApp,UK,0.0,0,-2.0,17,Nov,2020
Reservations,1.0,2.0,5.0,GetApp,Singapore,0.0,0,-5.0,17,Nov,2020
Scheduling,33.5,2.0,4.5,GetApp,USA,0.0,0,-4.5,17,Nov,2020
Spa,33.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,17,Nov,2020
Swim School,1.0,1.0,2.0,GetApp,USA,0.0,0,-2.0,17,Nov,2020
Venue Management,7.0,1.0,2.0,Capterra,Australia,0.0,0,-2.0,17,Nov,2020
Venue Management,7.0,1.0,2.0,GetApp,UK,0.0,0,-2.0,17,Nov,2020
Venue Management,5.0,1.0,6.75,Capterra,USA,0.0,0,-6.75,17,Nov,2020
Club Management,25.0,1.0,2.0,GetApp,UK,0.0,0,-2.0,18,Nov,2020
Fitness,1.0,2.0,5.5,Capterra,Singapore,0.0,0,-5.5,18,Nov,2020
Music School,6.0,2.0,16.0,Capterra,USA,0.0,0,-16.0,18,Nov,2020
Parks and Recreation,13.0,1.0,2.0,GetApp,USA,0.0,0,-2.0,18,Nov,2020
Personal Trainer,21.0,1.0,2.0,GetApp,Canada,0.0,0,-2.0,18,Nov,2020
Reservations,8.0,2.0,21.0,Capterra,USA,0.0,0,-21.0,18,Nov,2020
Scheduling,41.0,1.0,2.0,GetApp,UK,0.0,0,-2.0,18,Nov,2020
Spa,13.0,1.0,2.0,GetApp,UK,0.0,0,-2.0,18,Nov,2020
Swim School,6.0,1.0,2.0,GetApp,UK,0.0,0,-2.0,18,Nov,2020
Yoga Studio,6.0,1.0,10.75,Capterra,USA,0.0,0,-10.75,18,Nov,2020
Class Registration,3.0,1.0,2.0,Capterra,Singapore,0.0,0,-2.0,19,Nov,2020
Class Registration,18.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,19,Nov,2020
Coaching,8.0,2.0,4.0,Capterra,USA,0.0,0,-4.0,19,Nov,2020
Fitness,17.0,2.0,4.0,GetApp,Australia,0.0,0,-4.0,19,Nov,2020
Fitness,33.0,2.0,4.0,Capterra,USA,0.0,0,-4.0,19,Nov,2020
Membership Management,29.0,1.0,2.0,Capterra,Australia,0.0,0,-2.0,19,Nov,2020
Personal Trainer,20.0,1.0,2.0,GetApp,Canada,0.0,0,-2.0,19,Nov,2020
Reservations,1.0,2.0,5.0,GetApp,Singapore,0.0,0,-5.0,19,Nov,2020
Reservations,1.0,1.0,3.0,Capterra,Singapore,0.0,0,-3.0,19,Nov,2020
Reservations,8.0,1.0,4.25,GetApp,USA,0.0,0,-4.25,19,Nov,2020
Spa,6.0,1.0,8.5,GetApp,USA,0.0,0,-8.5,19,Nov,2020
Swim School,1.0,1.0,4.25,Capterra,Australia,0.0,0,-4.25,19,Nov,2020
Camp Management,3.0,1.0,2.0,Capterra,UK,0.0,0,-2.0,20,Nov,2020
Class Registration,5.0,1.0,2.0,Capterra,UK,0.0,0,-2.0,20,Nov,2020
Club Management,22.0,1.0,2.0,GetApp,Australia,0.0,0,-2.0,20,Nov,2020
Coaching,12.0,1.0,2.0,Capterra,Canada,0.0,0,-2.0,20,Nov,2020
Coaching,1.0,1.0,2.0,GetApp,USA,0.0,0,-2.0,20,Nov,2020
Coaching,9.5,2.0,4.0,Capterra,USA,0.0,0,-4.0,20,Nov,2020
Fitness,1.0,1.0,2.75,Capterra,Singapore,0.0,0,-2.75,20,Nov,2020
Fitness,30.0,1.0,2.0,GetApp,USA,0.0,0,-2.0,20,Nov,2020
Membership Management,45.0,1.0,2.0,GetApp,Canada,0.0,0,-2.0,20,Nov,2020
Membership Management,36.0,1.0,2.0,Capterra,UK,0.0,0,-2.0,20,Nov,2020
Music School,14.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,20,Nov,2020
Personal Trainer,22.0,1.0,2.0,GetApp,USA,0.0,0,-2.0,20,Nov,2020
Reservations,1.0,1.0,2.5,GetApp,Singapore,0.0,0,-2.5,20,Nov,2020
Reservations,20.0,1.0,2.0,GetApp,UK,0.0,0,-2.0,20,Nov,2020
Reservations,8.0,2.0,21.0,Capterra,USA,0.0,0,-21.0,20,Nov,2020
Reservations,8.0,1.0,4.25,GetApp,USA,0.0,0,-4.25,20,Nov,2020
Swim School,1.0,1.0,2.0,GetApp,USA,0.0,0,-2.0,20,Nov,2020
Camp Management,8.0,1.0,2.0,GetApp,Canada,0.0,0,-2.0,21,Nov,2020
Class Registration,16.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,21,Nov,2020
Coaching,12.0,1.0,2.0,Capterra,Canada,0.0,0,-2.0,21,Nov,2020
Coaching,11.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,21,Nov,2020
Membership Management,2.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,21,Nov,2020
Reservations,2.0,2.0,31.0,Capterra,USA,0.0,0,-31.0,21,Nov,2020
Reservations,6.0,2.0,20.5,GetApp,USA,0.0,0,-20.5,21,Nov,2020
Scheduling,5.0,1.0,2.5,GetApp,Singapore,0.0,0,-2.5,21,Nov,2020
Scheduling,41.0,1.0,2.0,GetApp,UK,0.0,0,-2.0,21,Nov,2020
Camp Management,8.0,1.0,2.0,GetApp,Canada,0.0,0,-2.0,22,Nov,2020
Camp Management,1.0,1.0,2.0,Software Advice,USA,0.0,0,-2.0,22,Nov,2020
Class Registration,16.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,22,Nov,2020
Coaching,11.0,1.0,2.0,Capterra,Australia,0.0,0,-2.0,22,Nov,2020
Coaching,3.0,2.0,15.5,Capterra,USA,0.0,0,-15.5,22,Nov,2020
Coaching,12.0,1.0,2.0,Capterra,UK,0.0,0,-2.0,22,Nov,2020
Gymnastics,18.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,22,Nov,2020
Membership Management,4.0,1.0,2.75,Capterra,Singapore,0.0,0,-2.75,22,Nov,2020
Membership Management,35.0,1.0,2.0,Capterra,UK,0.0,0,-2.0,22,Nov,2020
Membership Management,32.0,1.0,2.0,GetApp,UK,0.0,0,-2.0,22,Nov,2020
Membership Management,64.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,22,Nov,2020
Parks and Recreation,16.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,22,Nov,2020
Personal Trainer,21.0,1.0,2.0,GetApp,USA,0.0,0,-2.0,22,Nov,2020
Reservations,2.0,1.0,15.5,Capterra,USA,0.0,0,-15.5,22,Nov,2020
Scheduling,38.0,1.0,2.0,GetApp,Australia,0.0,0,-2.0,22,Nov,2020
Scheduling,5.0,1.0,2.5,GetApp,Singapore,0.0,0,-2.5,22,Nov,2020
Scheduling,16.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,22,Nov,2020
Spa,1.0,1.0,3.25,Capterra,Singapore,0.0,0,-3.25,22,Nov,2020
Swim School,5.0,1.0,2.0,Capterra,Australia,0.0,0,-2.0,22,Nov,2020
Venue Management,13.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,22,Nov,2020
Camp Management,8.0,2.0,4.0,GetApp,Canada,0.0,0,-4.0,23,Nov,2020
Coaching,12.0,1.0,2.0,Capterra,UK,0.0,0,-2.0,23,Nov,2020
Coaching,11.0,1.0,2.0,GetApp,UK,0.0,0,-2.0,23,Nov,2020
Coaching,2.0,1.0,7.75,Capterra,USA,0.0,0,-7.75,23,Nov,2020
Dance Studio,29.0,1.0,2.0,GetApp,USA,0.0,0,-2.0,23,Nov,2020
Music School,13.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,23,Nov,2020
Personal Trainer,17.0,1.0,2.0,GetApp,UK,0.0,0,-2.0,23,Nov,2020
Reservations,2.0,1.0,2.5,GetApp,Singapore,0.0,0,-2.5,23,Nov,2020
Reservations,12.29,7.0,108.5,Capterra,USA,0.0,0,-108.5,23,Nov,2020
Class Registration,1.0,1.0,4.0,Software Advice,USA,1.0,1794,1790.0,23,Nov,2020
Coaching,2.0,2.0,15.5,Capterra,USA,0.0,0,-15.5,24,Nov,2020
Dance Studio,1.0,1.0,2.0,GetApp,UK,0.0,0,-2.0,24,Nov,2020
Dance Studio,1.0,1.0,2.0,GetApp,USA,0.0,0,-2.0,24,Nov,2020
Reservations,16.0,1.0,2.0,GetApp,Australia,0.0,0,-2.0,24,Nov,2020
Reservations,2.0,1.0,2.5,GetApp,Singapore,0.0,0,-2.5,24,Nov,2020
Reservations,3.0,6.0,93.0,Capterra,USA,0.0,0,-93.0,24,Nov,2020
Reservations,6.0,1.0,10.25,GetApp,USA,0.0,0,-10.25,24,Nov,2020
Yoga Studio,19.0,1.0,2.0,GetApp,UK,0.0,0,-2.0,24,Nov,2020
Coaching,5.0,1.0,2.0,Capterra,Singapore,0.0,0,-2.0,25,Nov,2020
Coaching,2.0,1.0,7.75,Capterra,USA,0.0,0,-7.75,25,Nov,2020
Membership Management,46.0,1.0,2.0,GetApp,Canada,0.0,0,-2.0,25,Nov,2020
Reservations,2.0,2.0,31.0,Capterra,USA,0.0,0,-31.0,25,Nov,2020
Yoga Studio,1.0,1.0,2.75,GetApp,Singapore,0.0,0,-2.75,25,Nov,2020
Membership Management,2.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,26,Nov,2020
Reservations,2.0,1.0,2.5,GetApp,Singapore,0.0,0,-2.5,26,Nov,2020
Reservations,2.0,1.0,15.5,Capterra,USA,0.0,0,-15.5,26,Nov,2020
Yoga Studio,1.0,1.0,2.75,GetApp,Singapore,0.0,0,-2.75,26,Nov,2020
Yoga Studio,5.0,1.0,2.25,Capterra,USA,0.0,0,-2.25,26,Nov,2020
Coaching,2.0,1.0,7.75,Capterra,USA,0.0,0,-7.75,27,Nov,2020
Membership Management,2.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,27,Nov,2020
Reservations,28.0,1.0,2.0,GetApp,Canada,0.0,0,-2.0,27,Nov,2020
Reservations,5.0,1.0,10.25,GetApp,USA,0.0,0,-10.25,27,Nov,2020
Reservations,2.0,1.0,15.5,Capterra,USA,0.0,0,-15.5,27,Nov,2020
Coaching,2.0,1.0,3.5,Capterra,Australia,0.0,0,-3.5,28,Nov,2020
Coaching,2.0,2.0,15.5,Capterra,USA,0.0,0,-15.5,28,Nov,2020
Dance Studio,21.0,1.0,2.0,GetApp,Australia,0.0,0,-2.0,28,Nov,2020
Membership Management,20.0,2.0,20.5,Capterra,USA,0.0,0,-20.5,28,Nov,2020
Reservations,1.0,1.0,3.0,Capterra,Singapore,0.0,0,-3.0,28,Nov,2020
Reservations,8.0,1.0,7.5,GetApp,UK,0.0,0,-7.5,28,Nov,2020
Reservations,9.0,1.0,7.5,Capterra,UK,0.0,0,-7.5,28,Nov,2020
Coaching,2.0,1.0,3.5,Capterra,Australia,0.0,0,-3.5,29,Nov,2020
Coaching,2.0,1.0,7.75,Capterra,USA,0.0,0,-7.75,29,Nov,2020
Dance Studio,6.0,1.0,16.5,Capterra,USA,0.0,0,-16.5,29,Nov,2020
Membership Management,4.0,1.0,2.75,Capterra,Singapore,0.0,0,-2.75,29,Nov,2020
Membership Management,20.0,1.0,10.25,Capterra,USA,0.0,0,-10.25,29,Nov,2020
Reservations,8.0,1.0,7.5,GetApp,UK,0.0,0,-7.5,29,Nov,2020
Reservations,9.0,1.0,7.5,Capterra,UK,0.0,0,-7.5,29,Nov,2020
Yoga Studio,3.0,1.0,14.25,GetApp,USA,0.0,0,-14.25,29,Nov,2020
Coaching,3.0,1.0,3.25,Capterra,Canada,0.0,0,-3.25,30,Nov,2020
Coaching,1.0,1.0,6.5,GetApp,USA,0.0,0,-6.5,30,Nov,2020
Coaching,4.0,2.0,15.5,Capterra,USA,0.0,0,-15.5,30,Nov,2020
Coaching,1.0,1.0,2.75,Capterra,Singapore,0.0,0,-2.75,30,Nov,2020
Membership Management,11.0,1.0,5.25,Capterra,Australia,0.0,0,-5.25,30,Nov,2020
Membership Management,9.0,1.0,5.5,GetApp,UK,0.0,0,-5.5,30,Nov,2020
Membership Management,9.83,6.0,55.5,Capterra,UK,0.0,0,-55.5,30,Nov,2020
Membership Management,20.0,1.0,10.25,Capterra,USA,0.0,0,-10.25,30,Nov,2020
Reservations,1.0,1.0,2.75,GetApp,Singapore,0.0,0,-2.75,30,Nov,2020
Reservations,4.0,1.0,10.5,GetApp,USA,0.0,0,-10.5,30,Nov,2020
Reservations,7.0,2.0,15.0,GetApp,UK,0.0,0,-15.0,30,Nov,2020
Reservations,6.0,2.0,21.0,Capterra,USA,0.0,0,-21.0,30,Nov,2020
Yoga Studio,7.0,1.0,10.75,Capterra,USA,0.0,0,-10.75,30,Nov,2020
Class Registration,11.0,1.0,2.0,Capterra,Canada,0.0,0,-2.0,1,Dec,2020
Coaching,4.0,1.0,3.25,Capterra,Canada,0.0,0,-3.25,1,Dec,2020
Coaching,4.0,1.0,4.25,GetApp,UK,0.0,0,-4.25,1,Dec,2020
Membership Management,5.0,1.0,8.75,GetApp,Australia,0.0,0,-8.75,1,Dec,2020
Membership Management,24.0,1.0,10.25,Capterra,USA,0.0,0,-10.25,1,Dec,2020
Membership Management,12.0,1.0,9.25,Capterra,UK,0.0,0,-9.25,1,Dec,2020
Membership Management,11.0,1.0,5.5,GetApp,UK,0.0,0,-5.5,1,Dec,2020
Membership Management,4.0,1.0,2.75,Capterra,Singapore,0.0,0,-2.75,1,Dec,2020
Reservations,8.0,1.0,7.5,GetApp,UK,0.0,0,-7.5,1,Dec,2020
Reservations,8.0,2.0,21.0,Capterra,USA,0.0,0,-21.0,1,Dec,2020
Reservations,5.0,1.0,10.5,GetApp,USA,0.0,0,-10.5,1,Dec,2020
Yoga Studio,8.0,1.0,10.75,Capterra,USA,0.0,0,-10.75,1,Dec,2020
Coaching,2.0,2.0,9.0,Capterra,UK,0.0,0,-9.0,2,Dec,2020
Coaching,1.5,2.0,15.0,Capterra,USA,0.0,0,-15.0,2,Dec,2020
Membership Management,12.0,2.0,18.5,Capterra,UK,0.0,0,-18.5,2,Dec,2020
Membership Management,25.0,2.0,20.5,Capterra,USA,0.0,0,-20.5,2,Dec,2020
Membership Management,15.0,1.0,10.25,GetApp,USA,0.0,0,-10.25,2,Dec,2020
Membership Management,11.0,1.0,5.5,GetApp,UK,0.0,0,-5.5,2,Dec,2020
Reservations,5.0,1.0,5.75,Capterra,Australia,0.0,0,-5.75,2,Dec,2020
Reservations,5.0,3.0,31.5,GetApp,USA,0.0,0,-31.5,2,Dec,2020
Reservations,8.0,2.0,21.0,Capterra,USA,0.0,0,-21.0,2,Dec,2020
Reservations,8.0,1.0,7.5,GetApp,UK,0.0,0,-7.5,2,Dec,2020
Reservations,5.0,1.0,4.75,GetApp,Canada,0.0,0,-4.75,2,Dec,2020
Yoga Studio,4.0,1.0,2.75,Capterra,Singapore,0.0,0,-2.75,2,Dec,2020
Class Registration,7.0,2.0,20.5,Capterra,USA,0.0,0,-20.5,3,Dec,2020
Membership Management,11.0,1.0,5.25,Capterra,Australia,0.0,0,-5.25,3,Dec,2020
Membership Management,2.0,1.0,10.25,Capterra,USA,0.0,0,-10.25,3,Dec,2020
Membership Management,15.0,1.0,10.25,GetApp,USA,0.0,0,-10.25,3,Dec,2020
Membership Management,10.0,1.0,5.5,GetApp,UK,0.0,0,-5.5,3,Dec,2020
Membership Management,6.0,2.0,6.5,Capterra,Canada,0.0,0,-6.5,3,Dec,2020
Reservations,8.0,1.0,7.5,GetApp,UK,0.0,0,-7.5,3,Dec,2020
Reservations,5.0,1.0,10.5,GetApp,USA,0.0,0,-10.5,3,Dec,2020
Yoga Studio,1.0,1.0,2.75,Capterra,Singapore,0.0,0,-2.75,3,Dec,2020
Class Registration,7.33,3.0,30.75,Capterra,USA,0.0,0,-30.75,4,Dec,2020
Class Registration,4.0,1.0,10.5,GetApp,USA,0.0,0,-10.5,4,Dec,2020
Coaching,2.0,1.0,7.5,Capterra,USA,0.0,0,-7.5,4,Dec,2020
Dance Studio,10.0,2.0,24.5,Capterra,USA,0.0,0,-24.5,4,Dec,2020
Membership Management,6.0,1.0,8.0,GetApp,Canada,0.0,0,-8.0,4,Dec,2020
Membership Management,25.0,1.0,10.25,Capterra,USA,0.0,0,-10.25,4,Dec,2020
Membership Management,10.0,1.0,5.5,GetApp,UK,0.0,0,-5.5,4,Dec,2020
Reservations,1.0,1.0,2.75,GetApp,Singapore,0.0,0,-2.75,4,Dec,2020
Reservations,8.0,1.0,10.5,Capterra,USA,0.0,0,-10.5,4,Dec,2020
Yoga Studio,10.0,1.0,3.0,Capterra,UK,0.0,0,-3.0,4,Dec,2020
Class Registration,1.0,1.0,5.25,Capterra,UK,0.0,0,-5.25,5,Dec,2020
Class Registration,5.0,1.0,10.25,Capterra,USA,0.0,0,-10.25,5,Dec,2020
Coaching,1.0,1.0,4.0,GetApp,USA,0.0,0,-4.0,5,Dec,2020
Membership Management,4.0,1.0,2.75,Capterra,Singapore,0.0,0,-2.75,5,Dec,2020
Reservations,8.0,1.0,10.5,Capterra,USA,0.0,0,-10.5,5,Dec,2020
Class Registration,6.0,1.0,10.25,Capterra,USA,0.0,0,-10.25,6,Dec,2020
Coaching,6.0,2.0,15.0,Capterra,USA,0.0,0,-15.0,6,Dec,2020
Coaching,1.0,1.0,4.0,GetApp,USA,0.0,0,-4.0,6,Dec,2020
Membership Management,15.0,1.0,10.25,GetApp,USA,0.0,0,-10.25,6,Dec,2020
Membership Management,25.0,1.0,10.25,Capterra,USA,0.0,0,-10.25,6,Dec,2020
Yoga Studio,8.0,1.0,5.25,Capterra,Canada,0.0,0,-5.25,6,Dec,2020
Yoga Studio,9.0,1.0,7.25,Capterra,USA,0.0,0,-7.25,6,Dec,2020
Class Registration,1.0,1.0,8.5,Capterra,Canada,0.0,0,-8.5,7,Dec,2020
Class Registration,7.0,1.0,10.5,Capterra,USA,0.0,0,-10.5,7,Dec,2020
Class Registration,1.0,3.0,15.75,Capterra,UK,0.0,0,-15.75,7,Dec,2020
Coaching,3.5,2.0,15.0,Capterra,USA,0.0,0,-15.0,7,Dec,2020
Coaching,2.0,1.0,4.0,GetApp,USA,0.0,0,-4.0,7,Dec,2020
Membership Management,7.0,1.0,10.0,Capterra,Australia,0.0,0,-10.0,7,Dec,2020
Membership Management,4.0,1.0,2.75,Capterra,Singapore,0.0,0,-2.75,7,Dec,2020
Membership Management,12.0,1.0,9.75,Capterra,Canada,0.0,0,-9.75,7,Dec,2020
Membership Management,5.0,1.0,8.75,GetApp,Australia,0.0,0,-8.75,7,Dec,2020
Reservations,5.0,1.0,5.75,Capterra,Australia,0.0,0,-5.75,7,Dec,2020
Reservations,5.0,3.0,34.5,GetApp,USA,0.0,0,-34.5,7,Dec,2020
Reservations,9.0,2.0,20.8,Capterra,USA,0.0,0,-20.8,7,Dec,2020
Class Registration,1.0,1.0,5.5,Capterra,Australia,0.0,0,-5.5,8,Dec,2020
Class Registration,2.0,1.0,12.75,GetApp,USA,0.0,0,-12.75,8,Dec,2020
Class Registration,6.0,1.0,10.5,Capterra,USA,0.0,0,-10.5,8,Dec,2020
Coaching,2.0,1.0,5.75,Capterra,Australia,0.0,0,-5.75,8,Dec,2020
Coaching,2.0,1.0,4.5,Capterra,UK,0.0,0,-4.5,8,Dec,2020
Coaching,2.0,1.0,5.0,Capterra,Canada,0.0,0,-5.0,8,Dec,2020
Dance Studio,6.0,2.0,6.5,GetApp,Australia,0.0,0,-6.5,8,Dec,2020
Membership Management,7.5,2.0,20.0,Capterra,Australia,0.0,0,-20.0,8,Dec,2020
Membership Management,5.0,1.0,8.75,GetApp,Australia,0.0,0,-8.75,8,Dec,2020
Membership Management,7.0,1.0,8.0,GetApp,Canada,0.0,0,-8.0,8,Dec,2020
Membership Management,8.0,1.0,7.75,GetApp,UK,0.0,0,-7.75,8,Dec,2020
Membership Management,12.0,1.0,10.15,Capterra,UK,0.0,0,-10.15,8,Dec,2020
Membership Management,3.0,1.0,10.75,Capterra,USA,0.0,0,-10.75,8,Dec,2020
Reservations,4.0,1.0,7.5,GetApp,Canada,0.0,0,-7.5,8,Dec,2020
Reservations,1.0,1.0,3.25,GetApp,Singapore,0.0,0,-3.25,8,Dec,2020
Reservations,9.0,1.0,7.5,Capterra,UK,0.0,0,-7.5,8,Dec,2020
Reservations,8.0,3.0,22.5,GetApp,UK,0.0,0,-22.5,8,Dec,2020
Reservations,8.0,1.0,10.4,Capterra,USA,0.0,0,-10.4,8,Dec,2020
Reservations,5.0,1.0,12.0,GetApp,USA,0.0,0,-12.0,8,Dec,2020
Class Registration,1.0,1.0,5.5,Capterra,Australia,0.0,0,-5.5,9,Dec,2020
Class Registration,8.0,1.0,10.25,Capterra,USA,0.0,0,-10.25,9,Dec,2020
Class Registration,1.0,1.0,8.5,Capterra,Canada,0.0,0,-8.5,9,Dec,2020
Class Registration,1.0,1.0,5.5,GetApp,Australia,0.0,0,-5.5,9,Dec,2020
Coaching,2.0,1.0,5.0,Capterra,Canada,0.0,0,-5.0,9,Dec,2020
Dance Studio,10.0,1.0,12.25,Capterra,USA,0.0,0,-12.25,9,Dec,2020
Membership Management,8.0,1.0,10.0,Capterra,Australia,0.0,0,-10.0,9,Dec,2020
Membership Management,15.0,1.0,10.25,GetApp,USA,0.0,0,-10.25,9,Dec,2020
Membership Management,2.0,1.0,7.75,GetApp,Singapore,0.0,0,-7.75,9,Dec,2020
Membership Management,12.0,1.0,9.75,Capterra,Canada,0.0,0,-9.75,9,Dec,2020
Reservations,5.0,1.0,2.5,GetApp,Australia,0.0,0,-2.5,9,Dec,2020
Reservations,5.0,1.0,5.75,Capterra,Australia,0.0,0,-5.75,9,Dec,2020
Reservations,6.0,1.0,12.0,Capterra,Canada,0.0,0,-12.0,9,Dec,2020
Reservations,5.0,1.0,12.0,GetApp,USA,0.0,0,-12.0,9,Dec,2020
Reservations,8.0,2.0,20.8,Capterra,USA,0.0,0,-20.8,9,Dec,2020
Yoga Studio,9.0,1.0,7.25,Capterra,USA,0.0,0,-7.25,9,Dec,2020
Class Registration,1.0,1.0,8.5,Capterra,Canada,0.0,0,-8.5,10,Dec,2020
Class Registration,1.0,2.0,10.5,Capterra,UK,0.0,0,-10.5,10,Dec,2020
Class Registration,2.0,1.0,12.5,Software Advice,USA,0.0,0,-12.5,10,Dec,2020
Class Registration,6.0,1.0,10.25,Capterra,USA,1.0,0,-10.25,10,Dec,2020
Coaching,3.67,3.0,22.5,Capterra,USA,0.0,0,-22.5,10,Dec,2020
Coaching,2.0,2.0,11.5,Capterra,Australia,0.0,0,-11.5,10,Dec,2020
Coaching,2.0,1.0,5.0,Capterra,Canada,0.0,0,-5.0,10,Dec,2020
Coaching,2.0,1.0,4.5,Capterra,UK,0.0,0,-4.5,10,Dec,2020
Membership Management,8.0,1.0,7.75,GetApp,UK,0.0,0,-7.75,10,Dec,2020
Membership Management,19.5,2.0,21.5,Capterra,USA,1.0,0,-21.5,10,Dec,2020
Parks and Recreation,12.0,1.0,9.6,GetApp,USA,0.0,0,-9.6,10,Dec,2020
Parks and Recreation,4.0,1.0,6.25,Capterra,Canada,0.0,0,-6.25,10,Dec,2020
Reservations,8.0,2.0,20.8,Capterra,USA,0.0,0,-20.8,10,Dec,2020
Reservations,1.0,1.0,3.5,Capterra,Singapore,0.0,0,-3.5,10,Dec,2020
Reservations,1.0,1.0,3.25,GetApp,Singapore,0.0,0,-3.25,10,Dec,2020
Reservations,5.0,2.0,11.5,Capterra,Australia,0.0,0,-11.5,10,Dec,2020
Reservations,5.0,2.0,24.0,GetApp,USA,0.0,0,-24.0,10,Dec,2020
Class Registration,1.0,1.0,5.25,Capterra,UK,0.0,0,-5.25,11,Dec,2020
Class Registration,3.0,1.0,12.5,Software Advice,USA,0.0,0,-12.5,11,Dec,2020
Coaching,3.5,2.0,15.0,Capterra,USA,0.0,0,-15.0,11,Dec,2020
Membership Management,8.0,2.0,16.0,GetApp,Canada,0.0,0,-16.0,11,Dec,2020
Parks and Recreation,4.0,4.0,25.0,GetApp,Canada,0.0,0,-25.0,11,Dec,2020
Parks and Recreation,8.0,1.0,10.0,Capterra,USA,0.0,0,-10.0,11,Dec,2020
Parks and Recreation,4.0,1.0,6.25,Capterra,Canada,0.0,0,-6.25,11,Dec,2020
Reservations,5.0,1.0,5.75,Capterra,Australia,0.0,0,-5.75,11,Dec,2020
Reservations,5.0,1.0,12.0,GetApp,USA,0.0,0,-12.0,11,Dec,2020
Reservations,8.0,1.0,7.5,GetApp,UK,0.0,0,-7.5,11,Dec,2020
Reservations,1.0,2.0,6.5,GetApp,Singapore,0.0,0,-6.5,11,Dec,2020
Reservations,4.0,1.0,7.5,GetApp,Canada,0.0,0,-7.5,11,Dec,2020
Class Registration,1.0,1.0,8.5,Capterra,Canada,1.0,980,971.5,12,Dec,2020
Class Registration,6.5,2.0,21.0,Capterra,USA,0.0,0,-21.0,12,Dec,2020
Class Registration,1.0,1.0,5.25,Capterra,UK,0.0,0,-5.25,12,Dec,2020
Coaching,1.0,1.0,5.75,GetApp,Australia,0.0,0,-5.75,12,Dec,2020
Membership Management,8.0,1.0,10.0,Capterra,Australia,0.0,0,-10.0,12,Dec,2020
Membership Management,4.0,1.0,2.75,Capterra,Singapore,0.0,0,-2.75,12,Dec,2020
Membership Management,12.0,2.0,20.3,Capterra,UK,0.0,0,-20.3,12,Dec,2020
Membership Management,23.0,1.0,10.75,Capterra,USA,0.0,0,-10.75,12,Dec,2020
Reservations,8.0,1.0,7.5,GetApp,UK,0.0,0,-7.5,12,Dec,2020
Reservations,5.0,2.0,24.0,GetApp,USA,0.0,0,-24.0,12,Dec,2020
Class Registration,1.0,1.0,2.25,Capterra,Singapore,0.0,0,-2.25,13,Dec,2020
Coaching,0.0,1.0,5.75,Capterra,Australia,0.0,0,-5.75,13,Dec,2020
Coaching,11.0,1.0,5.0,Capterra,Canada,0.0,0,-5.0,13,Dec,2020
Membership Management,8.0,1.0,10.0,Capterra,Australia,0.0,0,-10.0,13,Dec,2020
Membership Management,8.0,1.0,10.75,Capterra,USA,0.0,0,-10.75,13,Dec,2020
Reservations,5.0,1.0,2.5,GetApp,Australia,0.0,0,-2.5,13,Dec,2020
Reservations,4.0,1.0,7.5,GetApp,Canada,0.0,0,-7.5,13,Dec,2020
Reservations,1.0,2.0,6.5,GetApp,Singapore,0.0,0,-6.5,13,Dec,2020
Reservations,5.0,1.0,12.0,GetApp,USA,0.0,0,-12.0,13,Dec,2020
Yoga Studio,1.0,1.0,2.75,Capterra,Singapore,0.0,0,-2.75,13,Dec,2020
Class Registration,1.0,1.0,10.25,Capterra,USA,0.0,0,-10.25,14,Dec,2020
Coaching,4.0,2.0,14.5,Capterra,USA,0.0,0,-14.5,14,Dec,2020
Parks and Recreation,8.0,1.0,10.0,Capterra,USA,0.0,0,-10.0,14,Dec,2020
