Categories,Average_Position,Clicks,Money_Spent,Channel,Location,Prospects,Paid,Total,Day,Month,Year
Membership Management,20.0,1.0,13.25,Capterra,USA,0.0,0,-13.25,8,Jan,2021
Membership Management,10.0,1.0,14.5,Capterra,UK,0.0,0,-14.5,8,Jan,2021
Membership Management,1.0,1.0,10.25,Capterra,Singapore,0.0,0,-10.25,8,Jan,2021
Scheduling,1.0,2.0,10.5,Capterra,Singapore,0.0,0,-10.5,8,Jan,2021
Scheduling,5.0,1.0,10.5,Capterra,USA,0.0,0,-10.5,8,Jan,2021
Scheduling,8.0,5.0,33.75,Capterra,UK,0.0,0,-33.75,8,Jan,2021
Yoga Studio,20.0,1.0,2.0,Capterra,UK,0.0,0,-2.0,8,Jan,2021
Class Registration,1.0,1.0,8.75,Capterra,Canada,0.0,0,-8.75,9,Jan,2021
Class Registration,7.0,1.0,12.25,Capterra,USA,0.0,0,-12.25,9,Jan,2021
Membership Management,1.0,1.0,10.25,Capterra,Singapore,0.0,0,-10.25,9,Jan,2021
Membership Management,10.0,1.0,14.5,Capterra,UK,0.0,0,-14.5,9,Jan,2021
Membership Management,20.0,1.0,13.25,Capterra,USA,0.0,0,-13.25,9,Jan,2021
Scheduling,1.0,6.0,31.5,Capterra,Singapore,0.0,0,-31.5,9,Jan,2021
Scheduling,2.0,2.0,11.5,GetApp,Singapore,0.0,0,-11.5,9,Jan,2021
Scheduling,7.25,4.0,27.0,Capterra,UK,0.0,0,-27.0,9,Jan,2021
Class Registration,6.5,2.0,24.5,Capterra,USA,0.0,0,-24.5,10,Jan,2021
Dance Studio,21.0,1.0,2.0,Capterra,Australia,0.0,0,-2.0,10,Jan,2021
Membership Management,1.0,2.0,23.0,GetApp,Australia,0.0,0,-23.0,10,Jan,2021
Reservations,17.0,1.0,2.0,GetApp,Australia,0.0,0,-2.0,10,Jan,2021
Reservations,12.0,1.0,2.0,GetApp,Singapore,0.0,0,-2.0,10,Jan,2021
Scheduling,2.0,1.0,5.75,GetApp,Singapore,0.0,0,-5.75,10,Jan,2021
Scheduling,1.0,8.0,42.0,Capterra,Singapore,0.0,0,-42.0,10,Jan,2021
Scheduling,8.0,4.0,27.0,Capterra,UK,0.0,0,-27.0,10,Jan,2021
Class Registration,8.0,1.0,12.25,Capterra,USA,0.0,0,-12.25,11,Jan,2021
Membership Management,10.0,1.0,14.5,Capterra,UK,0.0,0,-14.5,11,Jan,2021
Scheduling,1.0,3.0,15.75,Capterra,Singapore,0.0,0,-15.75,11,Jan,2021
Scheduling,8.0,10.0,67.5,Capterra,UK,1.0,0,-67.5,11,Jan,2021
Class Registration,1.0,1.0,5.5,Capterra,Australia,0.0,0,-5.5,12,Jan,2021
Class Registration,8.0,4.0,49.0,Capterra,USA,1.0,0,-49.0,12,Jan,2021
Class Registration,9.0,1.0,5.0,GetApp,USA,0.0,0,-5.0,12,Jan,2021
Class Registration,1.0,1.0,8.5,GetApp,Canada,0.0,0,-8.5,12,Jan,2021
Coaching,1.0,1.0,2.0,GetApp,USA,0.0,0,-2.0,12,Jan,2021
Coaching,11.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,12,Jan,2021
Fitness,21.0,1.0,2.0,Capterra,Australia,0.0,0,-2.0,12,Jan,2021
Membership Management,10.0,2.0,29.0,Capterra,UK,0.0,0,-29.0,12,Jan,2021
Parks and Recreation,16.0,2.0,4.0,Capterra,USA,0.0,0,-4.0,12,Jan,2021
Reservations,16.0,1.0,2.0,GetApp,Australia,0.0,0,-2.0,12,Jan,2021
Reservations,10.0,1.0,10.25,Capterra,USA,0.0,0,-10.25,12,Jan,2021
Reservations,7.0,1.0,7.5,GetApp,UK,0.0,0,-7.5,12,Jan,2021
Reservations,1.0,2.0,8.0,GetApp,Singapore,0.0,0,-8.0,12,Jan,2021
Scheduling,1.0,9.0,47.25,Capterra,Singapore,1.0,0,-47.25,12,Jan,2021
Scheduling,8.0,5.0,33.75,Capterra,UK,1.0,0,-33.75,12,Jan,2021
Scheduling,12.0,2.0,21.0,Capterra,USA,0.0,0,-21.0,12,Jan,2021
Parks and Recreation,0.0,0.0,0.0,Capterra,USA,1.0,0,0.0,13,Jan,2021
Class Registration,2.0,2.0,17.5,Capterra,Canada,0.0,0,-17.5,13,Jan,2021
Class Registration,2.0,1.0,13.5,Software Advice,USA,0.0,0,-13.5,13,Jan,2021
Class Registration,1.0,2.0,10.5,Capterra,UK,0.0,0,-10.5,13,Jan,2021
Fitness,9.0,1.0,2.0,Capterra,Singapore,0.0,0,-2.0,13,Jan,2021
Membership Management,10.0,3.0,32.25,Capterra,Canada,0.0,0,-32.25,13,Jan,2021
Membership Management,17.33,3.0,39.75,Capterra,USA,1.0,0,-39.75,13,Jan,2021
Membership Management,10.0,2.0,29.0,Capterra,UK,0.0,0,-29.0,13,Jan,2021
Parks and Recreation,1.0,1.0,2.0,GetApp,Australia,0.0,0,-2.0,13,Jan,2021
Reservations,1.0,1.0,4.0,Capterra,Singapore,0.0,0,-4.0,13,Jan,2021
Reservations,10.0,6.0,61.5,Capterra,USA,0.0,0,-61.5,13,Jan,2021
Reservations,7.0,4.0,37.0,GetApp,USA,0.0,0,-37.0,13,Jan,2021
Reservations,7.0,1.0,7.5,GetApp,UK,0.0,0,-7.5,13,Jan,2021
Reservations,1.0,1.0,4.0,GetApp,Singapore,0.0,0,-4.0,13,Jan,2021
Scheduling,44.0,1.0,2.0,Capterra,Australia,0.0,0,-2.0,13,Jan,2021
Scheduling,32.0,1.0,2.5,GetApp,USA,0.0,0,-2.5,13,Jan,2021
Scheduling,1.0,1.0,10.5,Capterra,USA,0.0,0,-10.5,13,Jan,2021
Scheduling,7.0,4.0,27.0,Capterra,UK,0.0,0,-27.0,13,Jan,2021
Scheduling,1.0,2.0,10.5,Capterra,Singapore,0.0,0,-10.5,13,Jan,2021
Yoga Studio,13.0,1.0,2.0,Capterra,Australia,0.0,0,-2.0,13,Jan,2021
Yoga Studio,24.0,1.0,2.0,Capterra,Canada,0.0,0,-2.0,13,Jan,2021
Class Registration,1.0,1.0,5.5,Capterra,Australia,0.0,0,-5.5,14,Jan,2021
Class Registration,15.0,1.0,2.0,Software Advice,USA,0.0,0,-2.0,14,Jan,2021
Coaching,1.0,1.0,2.0,GetApp,Singapore,0.0,0,-2.0,14,Jan,2021
Coaching,11.0,1.0,2.0,GetApp,USA,0.0,0,-2.0,14,Jan,2021
Membership Management,5.0,2.0,18.5,GetApp,Australia,0.0,0,-18.5,14,Jan,2021
Membership Management,10.0,3.0,43.5,Capterra,UK,0.0,0,-43.5,14,Jan,2021
Parks and Recreation,9.0,1.0,2.0,GetApp,Canada,0.0,0,-2.0,14,Jan,2021
Parks and Recreation,13.0,1.0,2.0,GetApp,USA,0.0,0,-2.0,14,Jan,2021
Reservations,6.0,2.0,11.5,Capterra,Australia,1.0,0,-11.5,14,Jan,2021
Reservations,1.0,1.0,4.0,GetApp,Singapore,0.0,0,-4.0,14,Jan,2021
Reservations,7.0,1.0,9.25,GetApp,USA,0.0,0,-9.25,14,Jan,2021
Scheduling,1.0,6.0,31.5,Capterra,Singapore,0.0,0,-31.5,14,Jan,2021
Scheduling,2.0,1.0,5.75,GetApp,Singapore,0.0,0,-5.75,14,Jan,2021
Scheduling,7.0,5.0,33.75,Capterra,UK,0.0,0,-33.75,14,Jan,2021
Scheduling,10.05,22.0,231.0,Capterra,USA,0.0,0,-231.0,14,Jan,2021
Coaching,3.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,15,Jan,2021
Fitness,8.0,1.0,12.0,Capterra,USA,0.0,0,-12.0,15,Jan,2021
Membership Management,9.0,1.0,14.5,Capterra,UK,0.0,0,-14.5,15,Jan,2021
Membership Management,20.0,1.0,13.25,Capterra,USA,0.0,0,-13.25,15,Jan,2021
Parks and Recreation,16.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,15,Jan,2021
Reservations,1.0,1.0,4.0,GetApp,Singapore,0.0,0,-4.0,15,Jan,2021
Scheduling,1.0,2.0,10.5,Capterra,Singapore,0.0,0,-10.5,15,Jan,2021
Scheduling,8.75,4.0,41.25,Capterra,USA,0.0,0,-41.25,15,Jan,2021
Scheduling,7.0,9.0,60.75,Capterra,UK,0.0,0,-60.75,15,Jan,2021
Yoga Studio,17.0,1.0,2.0,GetApp,Australia,0.0,0,-2.0,15,Jan,2021
Class Registration,7.0,1.0,12.25,Capterra,USA,0.0,0,-12.25,16,Jan,2021
Coaching,11.33,3.0,6.0,Capterra,USA,0.0,0,-6.0,16,Jan,2021
Fitness,8.0,1.0,12.0,Capterra,USA,0.0,0,-12.0,16,Jan,2021
Fitness,4.0,1.0,9.0,GetApp,USA,0.0,0,-9.0,16,Jan,2021
Membership Management,5.0,1.0,9.25,GetApp,Australia,0.0,0,-9.25,16,Jan,2021
Membership Management,9.0,1.0,14.5,Capterra,UK,0.0,0,-14.5,16,Jan,2021
Membership Management,2.0,1.0,13.25,Capterra,USA,0.0,0,-13.25,16,Jan,2021
Parks and Recreation,2.0,1.0,2.0,GetApp,UK,0.0,0,-2.0,16,Jan,2021
Reservations,10.0,3.0,30.75,Capterra,USA,0.0,0,-30.75,16,Jan,2021
Reservations,7.0,1.0,9.25,GetApp,USA,0.0,0,-9.25,16,Jan,2021
Scheduling,1.0,3.0,15.75,Capterra,Singapore,0.0,0,-15.75,16,Jan,2021
Scheduling,14.0,2.0,10.5,GetApp,USA,0.0,0,-10.5,16,Jan,2021
Coaching,9.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,17,Jan,2021
Fitness,8.0,1.0,12.0,Capterra,USA,0.0,0,-12.0,17,Jan,2021
Membership Management,14.5,2.0,29.0,Capterra,UK,0.0,0,-29.0,17,Jan,2021
Membership Management,33.0,2.0,4.0,GetApp,UK,0.0,0,-4.0,17,Jan,2021
Parks and Recreation,2.0,1.0,2.0,GetApp,UK,0.0,0,-2.0,17,Jan,2021
Reservations,1.0,1.0,4.0,GetApp,Singapore,0.0,0,-4.0,17,Jan,2021
Reservations,10.0,1.0,10.25,Capterra,USA,0.0,0,-10.25,17,Jan,2021
Reservations,1.0,1.0,4.0,Capterra,Singapore,0.0,0,-4.0,17,Jan,2021
Scheduling,1.0,6.0,31.5,Capterra,Singapore,0.0,0,-31.5,17,Jan,2021
Scheduling,2.0,1.0,5.75,GetApp,Singapore,0.0,0,-5.75,17,Jan,2021
Scheduling,10.0,3.0,18.75,Capterra,UK,0.0,0,-18.75,17,Jan,2021
Scheduling,14.0,3.0,15.75,GetApp,USA,0.0,0,-15.75,17,Jan,2021
Class Registration,1.0,1.0,5.5,Capterra,Australia,0.0,0,-5.5,18,Jan,2021
Coaching,12.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,18,Jan,2021
Fitness,11.0,1.0,11.25,Capterra,USA,0.0,0,-11.25,18,Jan,2021
Membership Management,9.0,2.0,21.5,Capterra,Canada,0.0,0,-21.5,18,Jan,2021
Membership Management,1.0,1.0,10.25,Capterra,Singapore,0.0,0,-10.25,18,Jan,2021
Membership Management,9.0,1.0,10.25,Capterra,UK,0.0,0,-10.25,18,Jan,2021
Reservations,14.0,1.0,2.0,GetApp,Australia,0.0,0,-2.0,18,Jan,2021
Reservations,10.0,2.0,20.5,Capterra,USA,0.0,0,-20.5,18,Jan,2021
Reservations,1.0,1.0,4.0,GetApp,Singapore,0.0,0,-4.0,18,Jan,2021
Scheduling,2.33,3.0,14.25,Capterra,Singapore,0.0,0,-14.25,18,Jan,2021
Scheduling,2.0,2.0,11.5,GetApp,Singapore,0.0,0,-11.5,18,Jan,2021
Scheduling,10.0,8.0,50.0,Capterra,UK,0.0,0,-50.0,18,Jan,2021
Scheduling,10.0,1.0,10.5,Capterra,USA,0.0,0,-10.5,18,Jan,2021
Scheduling,14.0,2.0,10.5,GetApp,USA,0.0,0,-10.5,18,Jan,2021
Fitness,10.5,2.0,22.5,Capterra,USA,0.0,0,-22.5,19,Jan,2021
Membership Management,9.0,2.0,20.5,Capterra,UK,0.0,0,-20.5,19,Jan,2021
Membership Management,19.0,1.0,13.25,Capterra,USA,0.0,0,-13.25,19,Jan,2021
Reservations,15.0,2.0,4.0,GetApp,Australia,0.0,0,-4.0,19,Jan,2021
Reservations,9.0,2.0,20.5,Capterra,USA,2.0,0,-20.5,19,Jan,2021
Reservations,7.0,2.0,18.5,GetApp,USA,0.0,0,-18.5,19,Jan,2021
Reservations,7.0,3.0,22.5,GetApp,UK,0.0,0,-22.5,19,Jan,2021
Reservations,24.0,1.0,2.0,Capterra,UK,1.0,0,-2.0,19,Jan,2021
Reservations,1.0,1.0,4.0,GetApp,Singapore,0.0,0,-4.0,19,Jan,2021
Scheduling,3.0,5.0,22.5,Capterra,Singapore,0.0,0,-22.5,19,Jan,2021
Scheduling,10.0,2.0,12.5,Capterra,UK,0.0,0,-12.5,19,Jan,2021
Scheduling,9.43,60.0,630.0,Capterra,USA,0.0,0,-630.0,19,Jan,2021
Scheduling,14.0,2.0,10.5,GetApp,USA,0.0,0,-10.5,19,Jan,2021
Class Registration,2.0,1.0,8.75,Capterra,Canada,0.0,0,-8.75,20,Jan,2021
Class Registration,8.67,3.0,31.5,Capterra,USA,0.0,0,-31.5,20,Jan,2021
Class Registration,1.0,1.0,6.5,Software Advice,Canada,0.0,0,-6.5,20,Jan,2021
Coaching,10.0,1.0,2.0,GetApp,UK,0.0,0,-2.0,20,Jan,2021
Dance Studio,21.0,1.0,2.0,GetApp,UK,0.0,0,-2.0,20,Jan,2021
Membership Management,26.0,1.0,2.0,Capterra,Australia,0.0,0,-2.0,20,Jan,2021
Membership Management,9.0,2.0,20.5,Capterra,UK,0.0,0,-20.5,20,Jan,2021
Membership Management,9.0,2.0,21.5,Capterra,Canada,0.0,0,-21.5,20,Jan,2021
Parks and Recreation,9.0,1.0,2.0,GetApp,Canada,0.0,0,-2.0,20,Jan,2021
Parks and Recreation,12.0,1.0,2.0,Capterra,Canada,0.0,0,-2.0,20,Jan,2021
Reservations,1.0,1.0,4.0,GetApp,Singapore,0.0,0,-4.0,20,Jan,2021
Reservations,7.0,1.0,9.25,GetApp,USA,0.0,0,-9.25,20,Jan,2021
Reservations,0.0,1.0,10.25,Capterra,USA,0.0,0,-10.25,20,Jan,2021
Reservations,7.0,3.0,22.5,GetApp,UK,0.0,0,-22.5,20,Jan,2021
Scheduling,3.0,4.0,18.0,Capterra,Singapore,0.0,0,-18.0,20,Jan,2021
Scheduling,10.0,2.0,12.5,Capterra,UK,0.0,0,-12.5,20,Jan,2021
Class Registration,5.0,1.0,2.0,GetApp,UK,0.0,0,-2.0,21,Jan,2021
Class Registration,2.0,1.0,13.5,Software Advice,USA,0.0,0,-13.5,21,Jan,2021
Class Registration,8.0,1.0,10.5,Capterra,USA,0.0,0,-10.5,21,Jan,2021
Class Registration,5.0,2.0,4.0,Capterra,UK,0.0,0,-4.0,21,Jan,2021
Coaching,1.0,1.0,2.0,GetApp,Canada,0.0,0,-2.0,21,Jan,2021
Coaching,1.0,1.0,2.0,GetApp,USA,0.0,0,-2.0,21,Jan,2021
Coaching,11.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,21,Jan,2021
Membership Management,49.0,1.0,10.75,Capterra,Canada,0.0,0,-10.75,21,Jan,2021
Parks and Recreation,15.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,21,Jan,2021
Reservations,12.0,3.0,17.0,GetApp,UK,0.0,0,-17.0,21,Jan,2021
Reservations,8.0,1.0,10.25,Capterra,USA,0.0,0,-10.25,21,Jan,2021
Scheduling,3.0,2.0,9.0,Capterra,Singapore,0.0,0,-9.0,21,Jan,2021
Scheduling,2.0,1.0,5.75,GetApp,Singapore,0.0,0,-5.75,21,Jan,2021
Scheduling,11.0,1.0,6.0,Capterra,UK,0.0,0,-6.0,21,Jan,2021
Scheduling,1.0,1.0,9.5,Capterra,USA,0.0,0,-9.5,21,Jan,2021
Coaching,11.5,2.0,4.0,Capterra,USA,0.0,0,-4.0,22,Jan,2021
Coaching,1.0,1.0,2.0,GetApp,USA,0.0,0,-2.0,22,Jan,2021
Parks and Recreation,1.0,1.0,2.0,GetApp,Singapore,0.0,0,-2.0,22,Jan,2021
Parks and Recreation,15.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,22,Jan,2021
Reservations,8.0,2.0,20.5,Capterra,USA,0.0,0,-20.5,22,Jan,2021
Scheduling,3.0,1.0,4.5,Capterra,Singapore,0.0,0,-4.5,22,Jan,2021
Scheduling,18.0,1.0,2.0,GetApp,Singapore,0.0,0,-2.0,22,Jan,2021
Scheduling,5.0,1.0,6.0,Capterra,UK,0.0,0,-6.0,22,Jan,2021
Scheduling,2.0,1.0,9.5,Capterra,USA,0.0,0,-9.5,22,Jan,2021
Class Registration,6.0,1.0,10.5,Capterra,USA,0.0,0,-10.5,23,Jan,2021
Membership Management,26.0,1.0,2.0,Capterra,Australia,0.0,0,-2.0,23,Jan,2021
Reservations,15.0,2.0,4.0,GetApp,Australia,0.0,0,-4.0,23,Jan,2021
Reservations,8.0,1.0,10.25,Capterra,USA,0.0,0,-10.25,23,Jan,2021
Scheduling,3.0,2.0,9.0,Capterra,Singapore,0.0,0,-9.0,23,Jan,2021
Coaching,11.0,1.0,2.0,GetApp,USA,0.0,0,-2.0,24,Jan,2021
Coaching,14.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,24,Jan,2021
Dance Studio,30.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,24,Jan,2021
Membership Management,17.0,2.0,26.5,Capterra,USA,0.0,0,-26.5,24,Jan,2021
Reservations,8.0,1.0,9.25,GetApp,USA,0.0,0,-9.25,24,Jan,2021
Scheduling,3.0,2.0,9.0,Capterra,Singapore,0.0,0,-9.0,24,Jan,2021
Scheduling,13.0,1.0,9.5,Capterra,USA,0.0,0,-9.5,24,Jan,2021
Class Registration,6.0,2.0,21.0,Capterra,USA,0.0,0,-21.0,25,Jan,2021
Coaching,11.0,1.0,2.0,GetApp,Canada,0.0,0,-2.0,25,Jan,2021
Coaching,1.0,1.0,2.0,GetApp,USA,0.0,0,-2.0,25,Jan,2021
Coaching,11.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,25,Jan,2021
Coaching,12.0,1.0,2.0,Capterra,Canada,0.0,0,-2.0,25,Jan,2021
Membership Management,24.0,2.0,4.0,GetApp,Australia,0.0,0,-4.0,25,Jan,2021
Membership Management,28.0,1.0,2.0,GetApp,UK,0.0,0,-2.0,25,Jan,2021
Reservations,11.0,1.0,2.0,GetApp,Singapore,0.0,0,-2.0,25,Jan,2021
Reservations,8.0,3.0,30.75,Capterra,USA,0.0,0,-30.75,25,Jan,2021
Scheduling,38.0,1.0,2.0,GetApp,UK,0.0,0,-2.0,25,Jan,2021
Class Registration,1.0,1.0,2.0,Software Advice,USA,0.0,0,-2.0,24,Jan,2021
Coaching,11.67,3.0,6.0,Capterra,USA,0.0,0,-6.0,26,Jan,2021
Coaching,11.0,1.0,2.0,GetApp,USA,0.0,0,-2.0,26,Jan,2021
Dance Studio,20.0,1.0,2.0,Capterra,Australia,0.0,0,-2.0,26,Jan,2021
Parks and Recreation,13.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,26,Jan,2021
Reservations,19.0,1.0,2.0,GetApp,UK,0.0,0,-2.0,26,Jan,2021
Reservations,5.0,1.0,10.4,GetApp,USA,0.0,0,-10.4,26,Jan,2021
Reservations,8.0,4.0,41.0,Capterra,USA,0.0,0,-41.0,26,Jan,2021
Class Registration,7.5,2.0,21.0,Capterra,USA,0.0,0,-21.0,27,Jan,2021
Coaching,11.0,1.0,2.0,Capterra,UK,0.0,0,-2.0,27,Jan,2021
Fitness,27.0,1.0,2.0,GetApp,USA,0.0,0,-2.0,27,Jan,2021
Reservations,14.0,1.0,2.0,GetApp,Australia,0.0,0,-2.0,27,Jan,2021
Reservations,5.0,1.0,10.4,GetApp,USA,0.0,0,-10.4,27,Jan,2021
Reservations,7.0,1.0,10.25,Capterra,USA,0.0,0,-10.25,27,Jan,2021
Scheduling,52.0,1.0,2.0,GetApp,USA,0.0,0,-2.0,27,Jan,2021
Yoga Studio,25.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,27,Jan,2021
Coaching,11.0,2.0,4.0,Capterra,USA,0.0,0,-4.0,28,Jan,2021
Membership Management,50.0,1.0,2.0,GetApp,USA,0.0,0,-2.0,28,Jan,2021
Parks and Recreation,1.0,1.0,2.0,GetApp,UK,0.0,0,-2.0,28,Jan,2021
Reservations,26.0,1.0,2.0,GetApp,Canada,0.0,0,-2.0,28,Jan,2021
Reservations,19.0,1.0,2.0,GetApp,UK,0.0,0,-2.0,28,Jan,2021
Reservations,14.0,1.0,2.0,Capterra,UK,0.0,0,-2.0,28,Jan,2021
Scheduling,45.0,1.0,2.0,GetApp,Canada,0.0,0,-2.0,28,Jan,2021
Class Registration,6.0,1.0,10.5,Capterra,USA,0.0,0,-10.5,29,Jan,2021
Coaching,10.0,1.0,2.0,GetApp,USA,0.0,0,-2.0,29,Jan,2021
Coaching,9.5,2.0,4.0,Capterra,USA,0.0,0,-4.0,29,Jan,2021
Fitness,27.0,1.0,2.0,GetApp,USA,0.0,0,-2.0,29,Jan,2021
Membership Management,66.0,2.0,4.0,Capterra,USA,1.0,0,-4.0,29,Jan,2021
Parks and Recreation,10.0,1.0,2.0,Capterra,Canada,0.0,0,-2.0,29,Jan,2021
Reservations,2.0,1.0,2.0,Capterra,UK,0.0,0,-2.0,29,Jan,2021
Reservations,4.0,1.0,10.4,GetApp,USA,0.0,0,-10.4,29,Jan,2021
Reservations,6.0,1.0,10.25,Capterra,USA,0.0,0,-10.25,29,Jan,2021
Scheduling,54.0,1.0,2.0,GetApp,USA,0.0,0,-2.0,29,Jan,2021
Class Registration,5.0,1.0,2.0,Capterra,Australia,0.0,0,-2.0,30,Jan,2021
Class Registration,4.0,1.0,10.5,Capterra,USA,1.0,0,-10.5,30,Jan,2021
Class Registration,4.0,1.0,2.0,Capterra,UK,0.0,0,-2.0,30,Jan,2021
Coaching,9.0,1.0,2.0,Capterra,Canada,0.0,0,-2.0,30,Jan,2021
Coaching,7.5,2.0,4.0,Capterra,USA,0.0,0,-4.0,30,Jan,2021
Coaching,7.0,1.0,2.0,GetApp,USA,0.0,0,-2.0,30,Jan,2021
Coaching,3.0,1.0,2.0,Capterra,Singapore,0.0,0,-2.0,30,Jan,2021
Fitness,21.0,1.0,2.0,Capterra,Canada,0.0,0,-2.0,30,Jan,2021
Parks and Recreation,1.0,1.0,2.0,GetApp,UK,0.0,0,-2.0,30,Jan,2021
Parks and Recreation,8.0,1.0,2.0,GetApp,USA,0.0,0,-2.0,30,Jan,2021
Reservations,25.0,1.0,2.0,GetApp,Canada,0.0,0,-2.0,30,Jan,2021
Reservations,4.0,2.0,20.8,GetApp,USA,0.0,0,-20.8,30,Jan,2021
Reservations,6.0,2.0,20.5,Capterra,USA,0.0,0,-20.5,30,Jan,2021
Scheduling,35.0,1.0,2.0,GetApp,UK,0.0,0,-2.0,30,Jan,2021
Scheduling,13.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,30,Jan,2021
Class Registration,3.25,4.0,42.0,Capterra,USA,0.0,0,-42.0,31,Jan,2021
Membership Management,29.0,1.0,2.0,GetApp,UK,0.0,0,-2.0,31,Jan,2021
Reservations,25.0,1.0,2.0,GetApp,Canada,0.0,0,-2.0,31,Jan,2021
Reservations,6.0,1.0,10.25,Capterra,USA,0.0,0,-10.25,31,Jan,2021
Class Registration,2.0,1.0,9.25,Capterra,Canada,0.0,0,-9.25,1,Feb,2021
Class Registration,9.25,4.0,42.0,Capterra,USA,0.0,0,-42.0,1,Feb,2021
Coaching,10.0,2.0,4.0,Capterra,USA,0.0,0,-4.0,1,Feb,2021
Parks and Recreation,13.0,1.0,2.0,GetApp,USA,0.0,0,-2.0,1,Feb,2021
Reservations,9.0,2.0,20.5,Capterra,USA,0.0,0,-20.5,1,Feb,2021
Scheduling,1.0,2.0,11.0,Capterra,Singapore,0.0,0,-11.0,1,Feb,2021
Scheduling,18.0,1.0,9.5,Capterra,USA,0.0,0,-9.5,1,Feb,2021
Scheduling,9.0,2.0,13.5,Capterra,UK,0.0,0,-13.5,1,Feb,2021
Class Registration,7.0,1.0,2.0,Capterra,Australia,0.0,0,-2.0,2,Feb,2021
Class Registration,9.0,1.0,10.5,Capterra,USA,0.0,0,-10.5,2,Feb,2021
Coaching,14.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,2,Feb,2021
Fitness,23.0,1.0,2.0,GetApp,UK,0.0,0,-2.0,2,Feb,2021
Fitness,9.67,3.0,35.25,Capterra,USA,0.0,0,-35.25,2,Feb,2021
Fitness,35.0,1.0,2.0,GetApp,USA,0.0,0,-2.0,2,Feb,2021
Membership Management,1.0,1.0,10.5,Capterra,Singapore,0.0,0,-10.5,2,Feb,2021
Membership Management,4.0,1.0,10.25,GetApp,UK,0.0,0,-10.25,2,Feb,2021
Parks and Recreation,2.0,1.0,2.0,Capterra,Australia,0.0,0,-2.0,2,Feb,2021
Reservations,1.0,2.0,7.5,GetApp,Singapore,1.0,0,-7.5,2,Feb,2021
Reservations,5.0,3.0,31.5,GetApp,USA,1.0,0,-31.5,2,Feb,2021
Reservations,10.0,3.0,30.75,Capterra,USA,0.0,0,-30.75,2,Feb,2021
Reservations,9.0,1.0,4.25,GetApp,UK,0.0,0,-4.25,2,Feb,2021
Scheduling,1.0,4.0,22.0,Capterra,Singapore,0.0,0,-22.0,2,Feb,2021
Scheduling,9.0,2.0,13.5,Capterra,UK,0.0,0,-13.5,2,Feb,2021
Scheduling,50.0,1.0,2.0,GetApp,UK,0.0,0,-2.0,2,Feb,2021
Class Registration,1.0,1.0,5.25,Capterra,UK,0.0,0,-5.25,3,Feb,2021
Class Registration,19.0,2.0,4.0,GetApp,USA,0.0,0,-4.0,3,Feb,2021
Class Registration,8.67,3.0,31.5,Capterra,USA,0.0,0,-31.5,3,Feb,2021
Fitness,11.0,1.0,11.75,Capterra,USA,0.0,0,-11.75,3,Feb,2021
Membership Management,68.0,1.0,2.0,Capterra,Canada,0.0,0,-2.0,3,Feb,2021
Membership Management,9.0,1.0,13.0,Capterra,UK,0.0,0,-13.0,3,Feb,2021
Reservations,20.0,1.0,2.0,GetApp,Australia,0.0,0,-2.0,3,Feb,2021
Reservations,5.0,4.0,42.0,GetApp,USA,0.0,0,-42.0,3,Feb,2021
Reservations,10.0,1.0,10.25,Capterra,USA,1.0,0,-10.25,3,Feb,2021
Reservations,9.0,1.0,4.25,GetApp,UK,0.0,0,-4.25,3,Feb,2021
Reservations,1.0,1.0,3.75,GetApp,Singapore,0.0,0,-3.75,3,Feb,2021
Scheduling,6.0,1.0,2.0,Capterra,Canada,0.0,0,-2.0,3,Feb,2021
Scheduling,9.0,6.0,40.5,Capterra,UK,0.0,0,-40.5,3,Feb,2021
Scheduling,1.0,4.0,22.0,Capterra,Singapore,0.0,0,-22.0,3,Feb,2021
Scheduling,19.0,1.0,9.5,Capterra,USA,0.0,0,-9.5,3,Feb,2021
Yoga Studio,1.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,3,Feb,2021
Class Registration,10.0,1.0,5.25,Capterra,UK,0.0,0,-5.25,4,Feb,2021
Class Registration,1.0,1.0,10.5,Software Advice,USA,1.0,0,-10.5,5,Feb,2021
Coaching,1.0,1.0,2.0,GetApp,Australia,0.0,0,-2.0,4,Feb,2021
Coaching,1.0,1.0,2.0,GetApp,USA,0.0,0,-2.0,4,Feb,2021
Coaching,12.0,2.0,4.0,Capterra,USA,0.0,0,-4.0,4,Feb,2021
Coaching,11.0,1.0,2.0,Capterra,Canada,0.0,0,-2.0,4,Feb,2021
