,Campaign,Keyword Type,Search Keyword,Clicks,Impressions,Cost,Prospects,Month,Year,Week,Payment,Total
388,EK_Generic_Tri-Tok_Pilates,Exact,pilates studio software,0,1,0.0,0,Apr,2021,26-Apr,0,0.0
389,EK_Generic_Tri-Tok_Yoga,Phrase,yoga studio software,8,255,65.66,2,May,2021,3-May,1188,1122.34
390,EK_Generic_Swimming,Exact,pool reservation system,5,54,53.69,1,May,2021,3-May,0,-53.69
391,EK_Generic_Tri-Tok_Yoga,Exact,yoga studio app,4,22,11.73,0,May,2021,3-May,0,-11.73
392,EK_Generic_Tri-Tok_Pilates,Exact,pilates studio software,4,9,39.16,0,May,2021,3-May,0,-39.16
393,EK_Generic_Tri-Tok_Yoga,Exact,yoga studio software,2,90,23.06,0,May,2021,3-May,0,-23.06
394,EK_Generic_Swimming_Singapore,Exact,swimming pool booking system,1,7,6.74,0,May,2021,3-May,0,-6.74
395,EK_Generic_Swimming_Canada,Broad,pool reservation software,1,8,1.92,0,May,2021,3-May,0,-1.92
396,EK_Generic_Swimming_Singapore,Broad,pool reservation software,1,3,4.41,0,May,2021,3-May,0,-4.41
397,EK_Generic_Swimming,Exact,pool booking app,1,9,0.93,0,May,2021,3-May,0,-0.93
398,EK_Generic_Swimming,Phrase,pool scheduling software,1,19,7.58,0,May,2021,3-May,0,-7.58
399,EK_Generic_Swimming,Exact,swimming pool booking system,1,2,6.15,0,May,2021,3-May,0,-6.15
400,EK_Generic_Quad-Tok_Yoga,Broad,yoga studio booking software,1,20,4.57,0,May,2021,3-May,0,-4.57
402,EK_Generic_Quad-Tok_Pilates,Exact,pilates studio software manager,0,0,0.0,0,May,2021,3-May,0,0.0
403,EK_Generic_Tri-Tok_Pilates,Phrase,pilates studio software,0,1,0.0,0,May,2021,3-May,0,0.0
404,EK_Generic_Swimming,Exact,swimming pool reservation system,0,2,0.0,0,May,2021,3-May,0,0.0
405,EK_Generic_Tri-Tok_Reservation,Phrase,booking management software,0,2,0.0,0,May,2021,3-May,0,0.0
406,EK_Generic_Tri-Tok_Reservation,Phrase,reservation management system,0,2,0.0,0,May,2021,3-May,0,0.0
407,EK_Generic_Tri-Tok_Pilates,Exact,pilates booking system,0,0,0.0,0,May,2021,3-May,0,0.0
408,EK_Generic_Swimming,Exact,pool reservation software,0,0,0.0,0,May,2021,3-May,0,0.0
409,EK_Generic_Quad-Tok_Yoga,Phrase,yoga studio management software,0,2,0.0,0,May,2021,3-May,0,0.0
410,EK_Generic_Tri-Tok_Yoga,Phrase,yoga studio app,0,1,0.0,0,May,2021,3-May,0,0.0
411,EK_Generic_Swimming_UK,Broad,pool reservation software,0,4,0.0,0,May,2021,3-May,0,0.0
412,EK_Generic_Tri-Tok_Reservation_UK,Phrase,booking management software,0,1,0.0,0,May,2021,3-May,0,0.0
413,EK_Generic_Swimming,Broad,pool reservation software,0,1,0.0,0,May,2021,3-May,0,0.0
414,EK_Generic_Quad-Tok_Yoga,Exact,yoga studio booking software,0,6,0.0,0,May,2021,3-May,0,0.0
415,EK_Generic_Tri-Tok_Reservation,Exact,reservation management system,0,0,0.0,0,May,2021,3-May,0,0.0
416,EK_Generic_Quad-Tok_Pilates,Broad,pilates studio booking software,0,1,0.0,0,May,2021,3-May,0,0.0
417,EK_Generic_Quad-Tok_Pilates,Exact,pilates studio management software,0,3,0.0,0,May,2021,3-May,0,0.0
